Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME
3,6.903,6.903,4,7.219,7.219,1,6.725,6.725,2,6.729,6.729
2,9.358,16.260,4,9.485,16.703,3,9.579,16.303,1,9.393,16.122
3,9.033,25.293,4,9.077,25.780,1,8.755,25.058,2,8.980,25.101
3,9.072,34.365,4,9.388,35.167,2,9.174,34.232,1,8.954,34.054
2,9.50,43.861,4,9.68,44.845,1,9.46,43.686,3,9.98,44.026
