Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME
3,13.322,13.322,4,13.559,13.559,2,13.257,13.257,1,12.998,12.998
3,10.268,23.589,4,10.113,23.671,1,9.919,23.175,2,10.370,23.368
3,9.753,33.342,4,9.719,33.390,1,9.817,32.991,2,9.719,33.086
3,9.930,43.271,4,9.946,43.335,2,10.132,43.123,1,9.834,42.920
2,9.578,52.849,4,9.683,53.017,3,9.803,52.925,1,9.804,52.723
3,10.140,1:02.989,4,10.021,1:03.037,1,9.824,1:02.748,2,10.086,1:02.809
4,10.178,1:13.167,3,10.054,1:13.091,1,9.972,1:12.719,2,9.998,1:12.806
3,10.073,1:23.239,4,10.214,1:23.304,1,10.273,1:22.992,2,10.317,1:23.123
3,10.37,1:33.605,4,10.32,1:33.616,1,10.50,1:33.484,2,10.46,1:33.580
