Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME
2,12.53,12.53,1,12.50,12.50,4,12.81,12.81,3,12.69,12.69
2,10.16,22.69,1,10.09,22.59,4,10.17,22.98,3,10.14,22.83
2,10.00,32.69,1,10.04,32.63,4,9.96,32.94,3,9.91,32.74
1,9.02,41.71,2,9.20,41.83,4,9.21,42.15,3,9.19,41.93
2,9.05,50.76,1,8.85,50.68,4,8.85,51.00,3,8.97,50.90
2,9.09,59.85,1,9.08,59.76,4,9.05,1:00.05,3,9.06,59.96
2,9.16,1:09.01,1,9.18,1:08.94,4,9.13,1:09.18,3,9.14,1:09.10
1,9.12,1:18.13,2,9.23,1:18.17,3,9.10,1:18.28,4,9.20,1:18.30
1,9.25,1:27.378,3,9.40,1:27.563,4,26.50,1:44.778,2,9.19,1:27.489
