START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
4,9.422,9.422,1,8.925,8.925,6,9.782,9.782,5,9.470,9.470,3,9.245,9.245,2,9.177,9.177,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
3,12.779,22.202,4,13.453,22.378,6,12.697,22.479,5,12.961,22.431,2,12.910,22.156,1,12.960,22.137,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
4,12.786,34.988,3,12.523,34.901,6,12.693,35.172,5,12.738,35.169,2,12.641,34.797,1,12.659,34.796,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
3,12.636,47.624,6,13.128,48.029,4,12.651,47.823,5,12.692,47.861,2,12.762,47.558,1,12.699,47.495,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
1,10.939,58.563,5,10.892,58.921,3,11.070,58.892,6,11.124,58.985,4,11.339,58.898,2,11.258,58.753,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
2,10.789,1:09.351,6,10.697,1:09.618,1,10.319,1:09.211,4,10.517,1:09.502,5,10.716,1:09.614,3,10.614,1:09.367,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
3,10.674,1:20.025,6,10.878,1:20.496,2,10.681,1:19.892,5,10.725,1:20.227,1,9.894,1:19.508,4,10.847,1:20.214,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
3,10.367,1:30.392,6,10.749,1:31.245,2,10.459,1:30.351,4,10.282,1:30.508,1,10.722,1:30.230,5,10.485,1:30.699,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
4,10.250,1:40.643,6,10.869,1:42.114,1,10.081,1:40.432,5,10.469,1:40.978,2,10.297,1:40.527,3,9.866,1:40.565,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
3,9.613,1:50.255,6,12.246,1:54.360,2,9.764,1:50.195,5,10.586,1:51.564,1,9.665,1:50.192,4,9.849,1:50.414,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
1,9.234,1:59.489,6,13.059,2:07.419,2,9.591,1:59.786,5,10.753,2:02.317,3,9.905,2:00.097,4,9.780,2:00.194,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
1,9.552,2:09.041,6,14.052,2:21.471,2,9.466,2:09.252,5,11.374,2:13.691,3,9.640,2:09.737,4,9.727,2:09.922,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
1,9.755,2:18.796,6,14.308,2:35.780,2,9.676,2:18.928,5,11.827,2:25.518,4,9.830,2:19.567,3,9.609,2:19.530,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
1,9.896,2:28.692,5,14.347,2:50.126,2,10.112,2:29.040,3,11.434,2:36.952,6,33.111,2:52.678,4,23.282,2:42.812,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,m,Heats,7
