NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME
1,12.51,12.51,4,12.83,12.83,3,12.70,12.70,2,12.61,12.61
1,9.83,22.34,4,9.82,22.65,3,9.82,22.52,2,9.83,22.44
1,9.66,32.00,3,9.59,32.24,4,9.81,32.33,2,9.65,32.09
1,9.56,41.56,3,9.52,41.76,4,9.47,41.80,2,9.56,41.65
1,9.15,50.71,4,9.30,51.06,3,9.06,50.86,2,9.15,50.80
1,9.07,59.78,4,9.51,1:00.57,2,9.01,59.87,3,9.12,59.92
1,9.14,1:08.92,4,9.96,1:10.53,2,9.20,1:09.07,3,9.29,1:09.21
1,9.25,1:18.17,4,10.65,1:21.18,2,9.45,1:18.52,3,9.42,1:18.63
1,9.25,1:27.411,4,10.96,1:32.135,2,9.46,1:27.978,3,9.41,1:28.040
