Benoit DEVILLE DUC POSITION,Benoit DEVILLE DUC LAP TIME,Benoit DEVILLE DUC ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Lubomir POPOVSKI POSITION,Lubomir POPOVSKI LAP TIME,Lubomir POPOVSKI ELAPSED TIME,JURKIEWICZ Przemyslaw POSITION,JURKIEWICZ Przemyslaw LAP TIME,JURKIEWICZ Przemyslaw ELAPSED TIME
3,7.034,7.034,1,6.854,6.854,2,6.863,6.863,5,7.230,7.230,4,7.182,7.182
5,10.028,17.061,2,9.460,16.314,1,9.392,16.255,4,9.431,16.661,3,9.222,16.404
5,20.227,37.288,2,9.438,25.752,1,9.393,25.647,4,9.779,26.440,3,9.369,25.773
5,11.917,49.204,3,9.272,35.024,1,9.352,34.999,4,9.473,35.912,2,9.247,35.019
5,11.47,1:00.665,2,9.74,44.757,1,9.64,44.630,4,9.89,45.798,3,9.84,44.851
