YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME
2,7.197,7.197,4,7.426,7.426,3,7.325,7.325,1,6.974,6.974
2,9.654,16.851,4,9.529,16.954,3,9.580,16.904,1,9.686,16.660
3,9.327,26.178,4,9.469,26.422,1,9.109,26.012,2,9.407,26.067
1,9.256,35.433,4,9.434,35.856,3,9.687,35.699,2,9.409,35.475
1,9.79,45.217,4,9.99,45.840,2,9.62,45.311,3,10.06,45.532
