Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
2,6.93,6.93,1,6.84,6.84,4,7.22,7.22,3,7.07,7.07
2,9.00,15.93,1,8.94,15.78,4,9.05,16.27,3,9.10,16.17
2,8.70,24.63,1,8.73,24.51,3,8.51,24.78,4,8.70,24.87
2,8.87,33.50,1,8.91,33.42,3,8.82,33.60,4,8.84,33.71
2,9.47,42.967,1,9.50,42.914,3,12.33,45.929,0,,PEN
