FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,JUNG Ba-Ra POSITION,JUNG Ba-Ra LAP TIME,JUNG Ba-Ra ELAPSED TIME,Valerie LAMBERT POSITION,Valerie LAMBERT LAP TIME,Valerie LAMBERT ELAPSED TIME
1,7.21,7.21,2,7.33,7.33,4,7.85,7.85,3,7.59,7.59
1,9.55,16.77,2,9.57,16.90,4,9.87,17.73,3,9.58,17.17
1,9.15,25.92,2,9.04,25.95,4,9.18,26.91,3,8.99,26.17
1,9.24,35.17,2,9.35,35.31,4,9.41,36.32,3,9.27,35.44
1,9.45,44.615,2,9.41,44.716,4,9.88,46.200,3,9.29,44.729
