LIN Yu-Tzu POSITION,LIN Yu-Tzu LAP TIME,LIN Yu-Tzu ELAPSED TIME,XU Aili POSITION,XU Aili LAP TIME,XU Aili ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,WARREN Sarah POSITION,WARREN Sarah LAP TIME,WARREN Sarah ELAPSED TIME
4,14.22,14.22,1,13.90,13.90,2,14.02,14.02,3,14.19,14.19
4,10.95,25.17,2,10.99,24.89,1,10.78,24.80,3,10.73,24.92
4,10.53,35.70,1,10.50,35.39,2,10.63,35.43,3,10.69,35.61
4,10.33,46.03,1,10.23,45.62,2,10.22,45.65,3,10.10,45.71
3,10.36,56.39,1,10.07,55.69,2,10.24,55.89,4,11.10,56.81
3,10.54,1:06.93,1,10.10,1:05.79,2,9.96,1:05.85,4,10.69,1:07.50
3,10.51,1:17.44,1,10.37,1:16.16,2,10.32,1:16.17,4,10.68,1:18.18
3,11.19,1:28.63,1,10.21,1:26.37,2,10.22,1:26.39,4,10.93,1:29.11
3,11.12,1:39.749,1,10.25,1:36.614,2,10.28,1:36.670,4,11.29,1:40.397
