Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
1,7.23,7.23,2,7.33,7.33,3,7.50,7.50,4,7.67,7.67
1,9.44,16.68,3,9.95,17.29,2,9.70,17.20,4,9.82,17.49
1,9.17,25.86,3,9.41,26.70,2,9.44,26.65,4,9.32,26.82
1,9.33,35.19,3,9.56,36.26,2,9.46,36.11,4,9.60,36.42
1,9.96,45.146,3,9.86,46.112,2,9.93,46.037,4,9.87,46.283
