Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME
3,13.85,13.85,2,13.69,13.69,1,13.55,13.55,4,14.37,14.37
3,10.82,24.67,2,10.81,24.50,1,10.83,24.38,4,10.49,24.86
3,10.09,34.76,2,10.17,34.67,1,10.18,34.56,4,10.08,34.94
1,9.59,44.35,2,9.85,44.52,3,10.03,44.59,4,9.89,44.83
1,9.52,53.87,2,9.54,54.06,3,9.95,54.54,4,9.83,54.66
1,9.30,1:03.17,2,9.52,1:03.58,3,10.10,1:04.64,4,10.07,1:04.73
1,9.37,1:12.54,2,9.89,1:13.47,3,10.31,1:14.95,4,10.42,1:15.15
1,9.59,1:22.13,2,10.30,1:23.77,3,10.60,1:25.55,4,11.20,1:26.35
1,9.68,1:31.782,2,10.91,1:34.652,3,10.90,1:36.431,4,13.12,1:39.438
