Josephine MESCHNIK POSITION,Josephine MESCHNIK LAP TIME,Josephine MESCHNIK ELAPSED TIME,Morgan IZYKOWSKI POSITION,Morgan IZYKOWSKI LAP TIME,Morgan IZYKOWSKI ELAPSED TIME,Natalia PLUGINA POSITION,Natalia PLUGINA LAP TIME,Natalia PLUGINA ELAPSED TIME,Burcu KAN POSITION,Burcu KAN LAP TIME,Burcu KAN ELAPSED TIME
2,15.76,15.76,1,15.67,15.67,3,15.87,15.87,4,15.98,15.98
3,12.52,28.28,1,12.46,28.13,2,12.29,28.16,4,12.45,28.43
3,11.17,39.45,2,11.22,39.35,1,11.10,39.26,4,11.16,39.59
3,11.33,50.78,2,11.33,50.68,1,11.32,50.58,4,11.44,51.03
3,10.39,1:01.17,2,10.43,1:01.11,1,10.45,1:01.03,4,10.98,1:02.01
3,10.20,1:11.37,1,10.07,1:11.18,2,10.30,1:11.33,4,11.30,1:13.31
2,9.85,1:21.22,1,9.97,1:21.15,3,10.03,1:21.36,4,11.38,1:24.69
2,10.21,1:31.43,1,10.18,1:31.33,3,10.18,1:31.54,4,11.95,1:36.64
2,10.24,1:41.663,1,10.26,1:41.585,3,10.37,1:41.903,4,12.14,1:48.777
