KAZHGALI Nurtilek POSITION,KAZHGALI Nurtilek LAP TIME,KAZHGALI Nurtilek ELAPSED TIME,Denali BLUNDEN POSITION,Denali BLUNDEN LAP TIME,Denali BLUNDEN ELAPSED TIME,Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME,Alex NIETO-GUARASA POSITION,Alex NIETO-GUARASA LAP TIME,Alex NIETO-GUARASA ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME
3,7.63,7.63,4,7.68,7.68,2,7.38,7.38,5,8.18,8.18,1,7.26,7.26
3,9.68,17.31,3,9.63,17.31,2,9.42,16.80,5,10.70,18.88,1,9.16,16.42
3,9.02,26.33,4,9.24,26.55,2,9.07,25.87,5,10.66,29.54,1,8.86,25.28
3,8.99,35.32,4,9.23,35.78,2,9.17,35.04,5,10.86,40.40,1,9.11,34.39
3,9.15,44.47,4,9.40,45.18,2,9.37,44.41,5,10.99,51.39,1,9.22,43.61
