KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,6.98,6.98,3,7.26,7.26,4,7.40,7.40,2,7.08,7.08
1,8.95,15.93,3,8.89,16.15,4,8.85,16.25,2,9.01,16.09
1,8.55,24.48,2,8.47,24.62,3,8.51,24.76,4,8.78,24.87
1,8.47,32.95,2,8.45,33.07,3,8.50,33.26,4,8.66,33.53
1,8.68,41.622,3,8.94,42.006,2,8.58,41.835,4,8.86,42.384
