Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME
1,13.03,13.03,5,13.52,13.52,2,13.23,13.23,3,13.32,13.32,4,13.42,13.42
1,10.22,23.25,5,10.16,23.68,2,10.15,23.38,3,10.16,23.48,4,10.13,23.55
1,10.12,33.37,5,10.04,33.72,2,10.11,33.49,3,10.10,33.58,4,10.11,33.66
1,10.24,43.61,5,10.37,44.09,2,10.25,43.74,3,10.28,43.86,4,10.31,43.97
1,10.09,53.70,5,10.09,54.18,2,10.06,53.80,3,10.03,53.89,4,10.05,54.02
1,9.90,1:03.60,5,9.75,1:03.93,2,9.91,1:03.71,3,9.95,1:03.84,4,9.91,1:03.93
1,9.92,1:13.52,4,9.92,1:13.85,2,9.90,1:13.61,3,9.90,1:13.74,5,9.95,1:13.88
2,11.08,1:24.60,5,11.11,1:24.96,1,10.86,1:24.47,4,11.04,1:24.78,3,10.73,1:24.61
3,9.19,1:33.785,5,9.16,1:34.113,2,9.01,1:33.474,4,9.12,1:33.900,1,8.64,1:33.241
