Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,Min-Kyung CHOI POSITION,Min-Kyung CHOI LAP TIME,Min-Kyung CHOI ELAPSED TIME,Aida POPIOLEK POSITION,Aida POPIOLEK LAP TIME,Aida POPIOLEK ELAPSED TIME,Kinga KOVACS POSITION,Kinga KOVACS LAP TIME,Kinga KOVACS ELAPSED TIME
3,16.234,16.234,4,16.255,16.255,5,16.367,16.367,1,16.135,16.135,2,16.148,16.148
5,10.829,27.063,3,10.648,26.902,1,10.449,26.815,2,10.750,26.884,4,10.792,26.940
5,10.176,37.238,3,10.215,37.116,2,10.220,37.035,1,10.141,37.024,4,10.207,37.147
4,10.275,47.513,2,10.201,47.316,1,10.154,47.188,3,10.446,47.470,5,10.377,47.523
4,10.367,57.880,3,10.441,57.757,1,10.301,57.489,2,10.192,57.661,5,10.372,57.895
5,10.380,1:08.260,3,10.122,1:07.878,2,10.223,1:07.712,1,10.028,1:07.688,4,10.221,1:08.116
5,10.709,1:18.969,3,10.116,1:17.994,1,10.026,1:17.738,2,10.129,1:17.817,4,10.074,1:18.189
5,11.215,1:30.184,3,9.865,1:27.859,2,10.067,1:27.804,1,9.962,1:27.778,4,10.084,1:28.273
5,11.68,1:41.864,1,10.05,1:37.904,2,10.20,1:37.999,3,10.67,1:38.439,4,10.29,1:38.558
