Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Kuandyk SULEYMENOV POSITION,Kuandyk SULEYMENOV LAP TIME,Kuandyk SULEYMENOV ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME
3,12.40,12.40,4,12.61,12.61,2,12.37,12.37,1,12.32,12.32,5,12.75,12.75
3,9.77,22.17,5,21.20,33.81,2,9.68,22.05,1,9.64,21.96,4,9.62,22.37
3,9.40,31.57,5,11.24,45.05,2,9.42,31.47,1,9.43,31.39,4,9.29,31.66
3,9.04,40.61,5,9.72,54.77,1,8.92,40.39,2,9.09,40.48,4,9.06,40.72
3,8.99,49.60,5,9.48,1:04.25,1,9.02,49.41,2,9.03,49.51,4,9.01,49.73
3,9.17,58.77,5,9.45,1:13.70,1,9.11,58.52,2,9.13,58.64,4,9.14,58.87
3,8.96,1:07.73,5,9.62,1:23.32,1,8.92,1:07.44,2,8.93,1:07.57,4,8.94,1:07.81
3,8.86,1:16.59,5,9.79,1:33.11,1,8.89,1:16.33,2,8.88,1:16.45,4,8.82,1:16.63
0,,notime,0,,notime,1,9.02,1:25.350,2,8.95,1:25.399,3,8.86,1:25.486
