BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
1,11.82,11.82,2,11.99,11.99,4,12.39,12.39,3,12.10,12.10
1,9.28,21.10,2,9.33,21.32,4,9.34,21.73,3,9.38,21.48
1,9.40,30.50,2,9.29,30.61,4,9.23,30.96,3,9.25,30.73
1,9.07,39.57,2,9.17,39.78,4,9.12,40.08,3,9.07,39.80
4,9.91,49.48,1,9.06,48.84,3,9.01,49.09,2,9.07,48.87
1,7.94,57.42,2,9.23,58.07,3,9.06,58.15,4,9.28,58.15
1,9.92,1:07.34,3,9.42,1:07.49,4,9.53,1:07.68,2,9.22,1:07.37
3,9.63,1:16.97,4,9.66,1:17.15,1,8.99,1:16.67,2,9.41,1:16.78
4,10.06,1:27.027,3,9.84,1:26.991,1,9.21,1:25.875,2,9.45,1:26.222
