Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME
4,7.36,7.36,2,6.97,6.97,1,6.83,6.83,3,7.27,7.27
4,9.41,16.77,2,8.89,15.86,1,8.94,15.77,3,8.83,16.10
4,8.95,25.72,2,8.50,24.36,1,8.52,24.29,3,8.40,24.50
4,9.06,34.78,2,8.65,33.01,1,8.60,32.89,3,8.63,33.13
4,9.27,44.041,3,8.92,41.924,1,8.77,41.660,2,8.67,41.794
