Sam van SPEYBROECK POSITION,Sam van SPEYBROECK LAP TIME,Sam van SPEYBROECK ELAPSED TIME,Valentyn DANILOVSKYI POSITION,Valentyn DANILOVSKYI LAP TIME,Valentyn DANILOVSKYI ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME
2,13.33,13.33,3,13.45,13.45,4,13.53,13.53,1,13.24,13.24
4,10.63,23.96,2,10.20,23.65,3,10.28,23.81,1,10.28,23.52
4,9.91,33.87,2,9.83,33.48,3,9.87,33.68,1,9.84,33.36
4,9.67,43.54,2,9.75,43.23,3,9.74,43.42,1,9.76,43.12
4,9.81,53.35,2,9.65,52.88,3,9.64,53.06,1,9.66,52.78
4,10.14,1:03.49,2,9.48,1:02.36,3,9.55,1:02.61,1,9.45,1:02.23
4,10.63,1:14.12,2,9.90,1:12.26,3,9.74,1:12.35,1,9.56,1:11.79
4,11.15,1:25.27,3,10.51,1:22.77,2,10.02,1:22.37,1,9.75,1:21.54
4,11.52,1:36.785,3,11.04,1:33.804,2,10.57,1:32.935,1,10.08,1:31.619
