Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME,Matthieu de BOISSET POSITION,Matthieu de BOISSET LAP TIME,Matthieu de BOISSET ELAPSED TIME
4,15.418,15.418,3,15.306,15.306,1,14.936,14.936,2,15.178,15.178
4,11.022,26.439,2,10.790,26.096,1,11.118,26.053,3,10.965,26.142
4,10.294,36.733,2,10.520,36.616,1,10.393,36.446,3,10.551,36.692
4,10.289,47.021,2,10.218,46.834,1,10.372,46.818,3,10.185,46.877
4,9.547,56.568,2,9.553,56.386,1,9.303,56.120,3,9.532,56.409
4,9.427,1:05.994,3,9.538,1:05.923,1,9.524,1:05.644,2,9.456,1:05.864
4,9.310,1:15.303,2,9.209,1:15.132,1,9.347,1:14.990,3,9.375,1:15.239
3,9.116,1:24.419,2,9.270,1:24.402,1,9.290,1:24.280,4,9.186,1:24.425
4,9.85,1:34.267,2,9.32,1:33.720,1,9.33,1:33.601,3,9.42,1:33.842
