Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,Lexi BURKHOLDER POSITION,Lexi BURKHOLDER LAP TIME,Lexi BURKHOLDER ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME
1,14.52,14.52,3,14.67,14.67,2,14.61,14.61,4,14.81,14.81
1,10.58,25.10,2,10.54,25.21,3,10.65,25.26,4,10.56,25.37
1,10.54,35.64,3,10.59,35.80,2,10.40,35.66,4,10.56,35.93
1,9.89,45.53,3,9.98,45.78,2,9.95,45.61,4,9.99,45.92
1,10.33,55.86,3,10.25,56.03,2,10.39,56.00,4,10.30,56.22
1,10.03,1:05.89,2,10.01,1:06.04,3,10.16,1:06.16,4,10.18,1:06.40
1,9.85,1:15.74,2,9.80,1:15.84,3,10.02,1:16.18,4,10.31,1:16.71
1,9.99,1:25.73,2,9.92,1:25.76,3,10.15,1:26.33,4,10.43,1:27.14
1,10.37,1:36.095,2,10.42,1:36.178,3,10.26,1:36.584,4,10.53,1:37.666
