Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Ganbat JARGALANCHULUUN POSITION,Ganbat JARGALANCHULUUN LAP TIME,Ganbat JARGALANCHULUUN ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
1,6.741,6.741,4,7.543,7.543,3,7.009,7.009,2,6.834,6.834
2,9.259,16.000,4,10.157,17.699,3,9.163,16.171,1,9.139,15.973
3,9.160,25.159,4,10.029,27.727,2,8.983,25.153,1,8.992,24.965
3,9.352,34.510,4,10.289,38.016,2,9.198,34.351,1,9.176,34.140
3,9.42,43.926,4,10.93,48.942,2,9.21,43.555,1,9.23,43.368
