de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME
1,6.84,6.84,2,6.95,,4,7.28,7.28,3,7.05,7.05,5,7.40,7.40
1,8.79,15.63,2,8.77,,4,8.77,16.05,3,8.77,15.82,5,8.81,16.21
1,8.32,23.95,2,8.26,,4,8.25,24.30,3,8.24,24.06,5,8.29,24.50
1,8.45,32.40,2,8.52,,4,8.37,32.67,2,8.44,32.50,5,8.47,32.97
1,8.60,41.00,5,9.80,,2,8.53,41.20,3,8.83,41.33,4,8.59,41.56
