GUO Wei POSITION,GUO Wei LAP TIME,GUO Wei ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME
2,15.668,15.668,1,15.537,15.537,4,15.780,15.780,3,15.685,15.685
2,11.606,27.274,4,11.945,27.482,1,11.182,26.962,3,11.662,27.346
4,10.456,37.729,3,10.066,37.548,1,10.340,37.302,2,10.141,37.487
4,9.454,47.182,3,9.476,47.024,1,9.434,46.735,2,9.459,46.945
4,9.198,56.380,3,9.245,56.269,1,9.258,55.993,2,9.248,56.193
4,8.993,1:05.372,3,9.045,1:05.314,1,9.086,1:05.079,2,9.058,1:05.250
4,9.191,1:14.563,3,9.154,1:14.467,1,9.110,1:14.188,2,9.119,1:14.369
4,9.072,1:23.634,3,9.152,1:23.619,1,9.182,1:23.370,2,9.114,1:23.482
0,,DQ,2,9.24,1:32.855,1,9.45,1:32.820,3,20.03,1:43.509
