SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
2,14.56,14.56,3,14.64,14.64,1,14.48,14.48,4,14.84,14.84
1,10.97,25.53,3,11.13,25.77,2,11.16,25.64,4,11.07,25.91
1,10.79,36.32,3,10.73,36.50,2,10.71,36.35,4,10.73,36.64
1,10.12,46.44,3,10.13,46.63,2,10.12,46.47,4,10.11,46.75
1,9.86,56.30,3,9.87,56.50,2,9.93,56.40,4,9.85,56.60
1,9.94,1:06.24,3,9.94,1:06.44,2,9.93,1:06.33,4,9.96,1:06.56
1,9.75,1:15.99,3,9.77,1:16.21,2,9.77,1:16.10,4,9.77,1:16.33
1,9.62,1:25.61,3,9.64,1:25.85,2,9.61,1:25.71,4,9.64,1:25.97
1,9.50,1:35.108,4,9.44,1:35.281,2,9.48,1:35.183,3,9.23,1:35.199
