Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
1,6.556,6.556,2,6.800,6.800,4,7.151,7.151,3,7.026,7.026
1,8.815,15.370,3,9.120,15.920,4,9.126,16.277,2,8.860,15.886
1,8.735,24.104,3,8.876,24.795,4,8.756,25.032,2,8.541,24.427
1,8.890,32.993,3,9.128,33.923,4,9.129,34.161,2,8.773,33.200
1,9.41,42.397,3,9.55,43.469,4,9.41,43.564,2,9.22,42.417
