BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,IVANDIC Danijela POSITION,IVANDIC Danijela LAP TIME,IVANDIC Danijela ELAPSED TIME,Petra JASIC POSITION,Petra JASIC LAP TIME,Petra JASIC ELAPSED TIME,GONG Li POSITION,GONG Li LAP TIME,GONG Li ELAPSED TIME,LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME
1,14.69,14.69,4,14.99,14.99,5,15.18,15.18,3,14.85,14.85,2,14.72,14.72
1,10.85,25.54,4,10.81,25.80,5,11.03,26.21,3,10.85,25.70,2,10.90,25.62
2,10.55,36.09,4,10.52,36.32,5,10.76,36.97,1,10.21,35.91,3,10.57,36.19
3,9.99,46.08,4,10.02,46.34,5,10.90,47.87,1,10.07,45.98,2,9.86,46.05
3,9.71,55.79,4,10.18,56.52,5,10.94,58.81,2,9.72,55.70,1,9.44,55.49
3,9.59,1:05.38,4,10.75,1:07.27,5,11.45,1:10.26,2,9.59,1:05.29,1,9.67,1:05.16
3,9.81,1:15.19,4,11.33,1:18.60,5,11.94,1:22.20,2,9.72,1:15.01,1,9.69,1:14.85
3,9.88,1:25.07,4,12.02,1:30.62,5,12.18,1:34.38,2,9.67,1:24.68,1,9.66,1:24.51
3,10.12,1:35.19,4,12.51,1:43.13,5,12.41,1:46.79,2,9.87,1:34.55,1,9.71,1:34.22
