LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME
2,13.51,13.51,1,13.45,13.45,4,14.12,14.12,3,13.77,13.77
1,9.67,23.18,2,9.88,23.33,4,9.52,23.64,3,9.81,23.58
1,10.21,33.39,2,10.10,33.43,4,10.22,33.86,3,10.13,33.71
1,10.01,43.40,2,10.10,43.53,4,10.00,43.86,3,10.03,43.74
1,9.13,52.53,2,9.20,52.73,4,9.23,53.09,3,9.28,53.02
1,9.26,1:01.79,2,9.33,1:02.06,4,9.23,1:02.32,3,9.21,1:02.23
1,9.07,1:10.86,2,9.03,1:11.09,4,9.28,1:11.60,3,9.24,1:11.47
1,9.12,1:19.98,2,9.10,1:20.19,3,9.29,1:20.89,4,9.44,1:20.91
1,9.56,1:29.536,2,9.47,1:29.654,3,9.54,1:30.429,4,9.82,1:30.721
