Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME
1,6.744,6.744,3,7.147,7.147,2,6.920,6.920,4,7.404,7.404
2,9.209,15.952,3,8.918,16.064,1,8.983,15.903,4,9.177,16.581
1,8.861,24.813,3,9.009,25.073,2,8.950,24.853,4,8.891,25.471
2,8.845,33.658,3,8.928,34.001,1,8.748,33.600,4,9.343,34.813
2,9.36,43.011,3,9.08,43.078,1,9.31,42.910,4,9.47,44.283
