PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME
1,6.82,6.82,3,7.05,7.05,2,6.92,6.92,4,7.14,7.14
1,8.91,15.73,3,8.91,15.96,2,8.89,15.81,4,8.92,16.06
1,8.44,24.17,3,8.35,24.31,2,8.46,24.27,4,8.38,24.44
1,8.49,32.66,2,8.58,32.89,4,8.80,33.07,3,8.58,33.02
1,8.69,41.349,2,8.73,41.616,4,8.87,41.939,3,8.69,41.708
