Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME
1,7.51,7.51,2,7.64,7.64,3,7.74,7.74,4,7.84,7.84
2,9.81,17.32,1,9.68,17.32,3,9.79,17.53,4,9.82,17.66
1,9.73,27.05,4,23.02,40.34,2,9.61,27.14,3,9.65,27.31
1,9.58,36.63,4,18.71,59.05,2,9.60,36.74,3,9.66,36.97
1,9.56,46.186,4,14.29,1:13.340,2,9.57,46.307,3,9.89,46.851
