Bram STEENAART POSITION,Bram STEENAART LAP TIME,Bram STEENAART ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME,Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME
2,12.07,12.07,1,12.00,12.00,3,12.22,12.22,5,12.89,12.89,4,12.37,12.37
2,8.93,21.00,1,8.93,20.93,3,8.91,21.13,5,9.04,21.93,4,8.84,21.21
2,8.91,29.91,1,8.93,29.86,3,8.91,30.04,5,9.09,31.02,4,8.99,30.20
2,9.02,38.93,1,9.04,38.90,3,9.01,39.05,5,9.11,40.13,4,9.11,39.31
1,8.92,47.85,2,9.10,48.00,3,9.12,48.17,5,9.35,49.48,4,9.33,48.64
1,9.11,56.96,2,9.06,57.06,3,9.26,57.43,5,9.69,59.17,4,9.56,58.20
1,9.24,1:06.20,2,9.43,1:06.49,3,9.56,1:06.99,5,10.07,1:09.24,4,9.86,1:08.06
1,9.49,1:15.69,2,9.81,1:16.30,3,10.05,1:17.04,5,10.13,1:19.37,4,10.17,1:18.23
1,9.65,1:25.313,2,10.20,1:26.485,3,10.56,1:27.575,5,10.55,1:29.897,4,10.60,1:28.816
