LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,6.83,6.83,3,7.08,7.08,2,6.97,6.97,4,7.17,7.17
1,8.88,15.71,3,8.93,16.01,2,8.90,15.87,4,8.97,16.14
1,8.52,24.23,3,8.39,24.40,2,8.48,24.35,4,8.40,24.54
1,8.78,33.01,3,8.75,33.15,2,8.76,33.11,4,8.70,33.24
1,9.02,42.023,4,37.41,1:10.553,2,8.99,42.096,3,9.48,42.717
