MIN Ryoung POSITION,MIN Ryoung LAP TIME,MIN Ryoung ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Eric BEDARD POSITION,Eric BEDARD LAP TIME,Eric BEDARD ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME
3,6.925,6.925,2,6.734,6.734,1,6.692,6.692,4,7.017,7.017
3,9.200,16.125,2,9.232,15.965,1,9.209,15.900,4,9.132,16.148
3,8.653,24.778,2,8.733,24.697,1,8.741,24.641,4,8.727,24.875
2,8.873,33.650,4,9.093,33.790,1,8.888,33.528,3,8.824,33.698
2,9.12,42.765,4,9.24,43.028,1,9.19,42.715,3,9.29,42.988
