Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
1,13.13,13.13,2,13.14,13.14,3,13.30,13.30,4,13.50,
3,10.07,23.20,2,9.96,23.10,1,9.77,23.07,4,9.82,
3,9.82,33.02,2,9.84,32.94,1,9.77,32.84,4,9.83,
3,10.11,43.13,2,10.09,43.03,1,10.09,42.93,4,10.10,
3,9.96,53.09,2,9.97,53.00,1,9.98,52.91,4,9.96,
3,9.88,1:02.97,2,9.84,1:02.84,1,9.91,1:02.82,4,9.93,
3,9.76,1:12.73,2,9.86,1:12.70,1,9.86,1:12.68,4,9.65,
2,9.62,1:22.35,4,9.96,1:22.66,1,9.54,1:22.22,3,9.64,
2,9.98,1:32.319,3,10.50,1:33.144,1,9.76,1:31.965,2,9.68,
