FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME
1,7.19,7.19,3,7.55,7.55,2,7.30,7.30,4,7.65,7.65
1,9.24,16.43,4,9.54,17.09,2,9.28,16.58,3,9.27,16.92
1,8.78,25.21,4,8.87,25.96,2,8.81,25.39,3,8.81,25.73
1,8.87,34.08,4,9.00,34.96,2,8.96,34.35,3,8.96,34.69
1,9.16,43.236,4,9.18,44.138,2,9.27,43.616,3,9.21,43.892
