LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME
1,14.54,14.54,2,14.65,14.65,3,14.79,14.79
1,11.26,25.80,2,11.26,25.91,3,11.26,26.05
1,11.00,36.80,2,11.02,36.93,3,11.04,37.09
1,10.41,47.21,2,10.37,47.30,3,10.55,47.64
1,9.97,57.18,2,10.00,57.30,3,9.80,57.44
1,9.95,1:07.13,2,9.91,1:07.21,3,9.89,1:07.33
1,9.95,1:17.08,2,9.96,1:17.17,3,9.99,1:17.32
1,9.93,1:27.01,2,9.94,1:27.11,3,9.91,1:27.23
1,10.05,1:37.058,2,10.01,1:37.120,3,9.97,1:37.194
