START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
5,10.11,10.11,3,9.93,9.93,4,9.95,9.95,2,9.89,9.89,6,10.19,10.19,1,9.83,9.83,8,10.56,10.56,7,10.37,10.37,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
5,14.20,24.31,1,14.05,23.98,6,14.48,24.43,2,14.19,24.08,7,14.36,24.55,4,14.33,24.16,3,13.54,24.10,8,14.31,24.68,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
5,12.04,36.35,2,12.05,36.03,6,12.11,36.54,4,12.09,36.17,7,12.14,36.69,3,11.94,36.10,1,11.71,35.81,8,12.18,36.86,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
5,11.75,48.10,2,11.67,47.70,6,11.68,48.22,4,11.79,47.96,7,11.63,48.32,3,11.74,47.84,1,11.72,47.53,8,11.56,48.42,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
6,11.20,59.30,2,11.32,59.02,5,11.01,59.23,3,11.17,59.13,7,11.13,59.45,4,11.30,59.14,1,11.48,59.01,8,11.17,59.59,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
5,10.53,1:09.83,1,10.70,1:09.72,7,10.65,1:09.88,3,10.63,1:09.76,2,10.30,1:09.75,6,10.70,1:09.84,4,10.77,1:09.78,8,10.37,1:09.96,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
1,9.82,1:19.65,4,10.37,1:20.09,6,10.46,1:20.34,5,10.46,1:20.22,2,10.10,1:19.85,7,10.67,1:20.51,3,10.17,1:19.95,8,10.65,1:20.61,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
1,10.36,1:30.01,4,10.21,1:30.30,6,10.15,1:30.49,5,10.18,1:30.40,2,10.28,1:30.13,7,10.10,1:30.61,3,10.27,1:30.22,8,10.00,1:30.61,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
1,10.69,1:40.70,3,10.61,1:40.91,5,10.52,1:41.01,6,10.65,1:41.05,2,10.67,1:40.80,8,10.62,1:41.23,4,10.70,1:40.92,7,10.61,1:41.22,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
2,10.00,1:50.70,1,9.61,1:50.52,4,9.87,1:50.88,6,9.98,1:51.03,3,9.99,1:50.79,7,9.91,1:51.14,5,10.06,1:50.98,8,10.09,1:51.31,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
2,9.55,2:00.25,1,9.61,2:00.13,4,9.61,2:00.49,6,9.74,2:00.77,3,9.55,2:00.34,7,9.75,2:00.89,5,9.71,2:00.69,8,9.84,2:01.15,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
2,9.66,2:09.91,1,9.77,2:09.90,4,9.63,2:10.12,6,9.61,2:10.38,3,9.70,2:10.04,7,9.70,2:10.59,5,9.66,2:10.35,8,9.98,2:11.13,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
1,9.66,2:19.57,2,9.87,2:19.77,3,9.79,2:19.91,5,9.66,2:20.04,4,9.94,2:19.98,7,9.76,2:20.35,6,9.78,2:20.13,8,10.48,2:21.61,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
1,9.98,2:29.549,2,10.04,2:29.801,3,10.05,2:29.951,8,32.76,2:52.795,4,10.10,2:30.074,5,10.06,2:30.402,7,31.49,2:51.619,6,11.25,2:32.854,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1500m(1),w,FinalB,1
