Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME
1,13.18,13.18,2,13.28,13.28,4,13.40,13.40,3,13.39,13.39
1,10.48,23.66,2,10.45,23.73,4,10.44,23.84,3,10.43,23.82
1,9.90,33.56,2,9.92,33.65,3,9.92,33.76,4,10.08,33.90
1,9.93,43.49,2,9.96,43.61,3,9.94,43.70,4,9.91,43.81
1,9.65,53.14,2,9.68,53.29,3,9.68,53.38,4,9.72,53.53
1,9.52,1:02.66,2,9.46,1:02.75,3,9.48,1:02.86,4,9.46,1:02.99
1,9.38,1:12.04,2,9.41,1:12.16,3,9.41,1:12.27,4,9.40,1:12.39
1,9.43,1:21.47,2,9.45,1:21.61,3,9.46,1:21.73,4,9.50,1:21.89
1,9.65,1:31.114,2,9.52,1:31.121,3,9.49,1:31.216,4,9.68,1:31.570
