Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME
3,12.86,12.86,1,12.64,12.64,4,12.87,12.87,2,12.76,12.76
4,9.37,22.23,3,9.31,21.95,1,8.98,21.85,2,9.18,21.94
4,8.88,31.11,2,8.91,30.86,1,8.93,30.78,3,9.06,31.00
4,8.97,40.08,2,9.07,39.93,1,9.09,39.87,3,9.06,40.06
4,8.97,49.05,2,8.94,48.87,1,8.94,48.81,3,8.89,48.95
4,8.93,57.98,2,8.91,57.78,1,8.89,57.70,3,8.94,57.89
4,8.95,1:06.93,2,8.88,1:06.66,1,8.91,1:06.61,3,8.91,1:06.80
4,8.90,1:15.83,2,8.99,1:15.65,1,9.00,1:15.61,3,8.91,1:15.71
4,9.15,1:24.973,2,9.29,1:24.935,1,9.17,1:24.779,3,9.23,1:24.937
