CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,HWANG Hyun Sun POSITION,HWANG Hyun Sun LAP TIME,HWANG Hyun Sun ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
1,13.13,13.13,2,13.25,13.25,3,13.29,13.29,4,13.45,13.45,5,13.56,13.56
2,9.69,22.82,3,9.67,22.92,1,9.40,22.69,4,9.58,23.03,5,9.62,23.18
2,9.54,32.36,3,9.48,32.40,1,9.55,32.24,4,9.48,32.51,5,9.41,32.59
3,9.58,41.94,2,9.50,41.90,1,9.56,41.80,4,9.62,42.13,5,9.59,42.18
3,9.37,51.31,2,9.26,51.16,1,9.25,51.05,4,9.33,51.46,5,9.39,51.57
3,9.61,1:00.92,2,9.66,1:00.82,1,9.67,1:00.72,4,9.63,1:01.09,5,9.62,1:01.19
3,9.76,1:10.68,2,9.73,1:10.55,1,9.74,1:10.46,4,9.82,1:10.91,5,9.89,1:11.08
4,10.35,1:21.03,3,10.45,1:21.00,1,9.78,1:20.24,5,10.23,1:21.14,2,9.91,1:20.99
0,,PEN,2,10.43,1:31.430,1,10.32,1:30.557,4,10.66,1:31.798,3,10.69,1:31.675
