PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Olena KORINCHUK POSITION,Olena KORINCHUK LAP TIME,Olena KORINCHUK ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,Tjasa KROFLIC POSITION,Tjasa KROFLIC LAP TIME,Tjasa KROFLIC ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
1,14.53,14.53,3,14.73,14.73,2,14.63,14.63,5,14.98,14.98,4,14.84,14.84
2,11.50,26.03,4,11.55,26.28,3,11.51,26.14,5,11.45,26.43,1,10.96,25.80
2,10.75,36.78,4,10.73,37.01,3,10.73,36.87,5,10.68,37.11,1,10.83,36.63
2,10.69,47.47,4,10.70,47.71,3,10.63,47.50,5,10.82,47.93,1,10.72,47.35
3,10.16,57.63,4,10.10,57.81,2,10.00,57.50,5,10.72,58.65,1,10.07,57.42
2,9.50,1:07.13,4,9.59,1:07.40,3,9.64,1:07.14,5,10.58,1:09.23,1,9.64,1:07.06
1,9.53,1:16.66,4,10.12,1:17.52,3,9.86,1:17.00,5,11.19,1:20.42,2,9.87,1:16.93
1,9.73,1:26.39,4,10.55,1:28.07,3,9.90,1:26.90,5,11.82,1:32.24,2,9.91,1:26.84
1,9.72,1:36.104,4,10.91,1:38.974,3,9.91,1:36.809,5,12.04,1:44.272,2,9.86,1:36.701
