Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,KIM Do Kyoum POSITION,KIM Do Kyoum LAP TIME,KIM Do Kyoum ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Mukerrem DENIZ POSITION,Mukerrem DENIZ LAP TIME,Mukerrem DENIZ ELAPSED TIME
1,12.35,12.35,3,12.61,,2,12.48,12.48,5,13.17,13.17,4,12.77,,6,13.26,13.26
1,9.64,21.99,2,9.46,,3,9.67,22.15,6,9.53,22.70,4,9.50,,5,9.30,22.56
1,9.41,31.40,2,9.39,,4,9.45,31.60,6,9.42,32.12,3,9.30,,5,9.26,31.82
2,9.04,40.44,3,9.07,,4,9.08,40.68,6,9.18,41.30,1,8.80,,5,9.00,40.82
1,9.09,49.53,3,9.18,,4,9.19,49.87,6,9.42,50.72,2,9.17,,5,9.19,50.01
1,9.06,58.59,3,9.08,,4,8.98,58.85,6,9.71,1:00.43,2,9.13,,5,9.19,59.20
1,9.01,1:07.60,3,9.02,,2,8.88,1:07.73,6,10.05,1:10.48,3,9.14,,5,9.34,1:08.54
2,9.08,1:16.68,6,34.73,,1,8.76,1:16.49,5,10.52,1:21.00,3,9.38,,4,9.82,1:18.36
2,9.23,1:25.91,6,22.75,2:05.29,1,9.07,1:25.56,4,11.08,1:32.084,3,9.11,,3,10.07,1:28.435
