KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
2,13.820,13.820,3,13.920,13.920,4,14.040,14.040,1,13.750,13.750
3,10.240,24.060,2,10.120,24.040,4,10.230,24.280,1,10.220,23.980
3,10.400,34.460,2,10.310,34.360,4,10.360,34.640,1,10.380,34.360
3,10.350,44.810,2,10.410,44.770,4,10.320,44.970,1,10.370,44.730
3,10.230,55.050,2,10.040,54.820,4,10.250,55.220,1,10.060,54.800
3,9.640,1:04.700,1,9.730,1:04.560,4,9.720,1:04.950,2,9.750,1:04.560
1,9.090,1:13.800,3,9.570,1:14.130,4,9.950,1:14.900,2,9.520,1:14.080
1,9.360,1:23.160,2,9.380,1:23.510,4,10.210,1:25.110,3,9.540,1:23.630
1,9.980,1:33.150,2,10.150,1:33.670,4,10.650,1:35.770,3,10.330,1:33.970
