Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Jeff SCHOLTEN POSITION,Jeff SCHOLTEN LAP TIME,Jeff SCHOLTEN ELAPSED TIME
2,7.105,7.105,4,7.343,7.343,3,7.202,7.202,1,6.771,6.771
3,9.510,16.614,4,9.476,16.819,2,9.292,16.493,1,9.267,16.037
3,9.264,25.877,4,9.268,26.087,2,9.151,25.644,1,9.114,25.151
3,9.236,35.113,4,9.316,35.403,2,9.161,34.804,1,9.167,34.318
3,9.46,44.573,4,9.41,44.811,2,9.50,44.299,1,9.54,43.857
