HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME
1,12.37,12.37,3,12.55,12.55,2,12.47,12.47,4,12.71,12.71,5,12.81,12.81
2,9.84,22.21,4,9.74,22.29,1,9.67,22.14,3,9.55,22.26,5,9.61,22.42
1,9.34,31.55,3,9.46,31.75,2,9.49,31.63,4,9.56,31.82,5,9.50,31.92
1,9.29,40.84,3,9.27,41.02,2,9.30,40.93,4,9.30,41.12,5,9.32,41.24
1,9.03,49.87,3,9.01,50.03,2,9.03,49.96,4,9.02,50.14,5,9.02,50.26
1,8.89,58.76,3,8.91,58.94,2,8.88,58.84,4,8.88,59.02,5,8.87,59.13
1,8.90,1:07.66,3,8.90,1:07.84,2,8.89,1:07.73,4,8.95,1:07.97,5,8.97,1:08.10
1,8.72,1:16.38,3,8.73,1:16.57,2,8.76,1:16.49,4,8.83,1:16.80,5,8.87,1:16.97
1,8.93,1:25.310,3,8.95,1:25.514,2,8.99,1:25.479,4,8.96,1:25.757,5,8.94,1:25.908
