BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Mateusz KRZEMINSKI POSITION,Mateusz KRZEMINSKI LAP TIME,Mateusz KRZEMINSKI ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME
2,12.63,12.63,4,12.82,12.82,5,12.96,12.96,3,12.80,12.80,1,12.37,12.37
2,9.21,21.84,4,9.25,22.07,5,9.21,22.17,3,9.17,21.97,1,9.20,21.57
2,9.10,30.94,5,9.23,31.30,4,9.09,31.26,3,9.10,31.07,1,9.24,30.81
1,9.21,40.15,5,9.45,40.75,4,9.15,40.41,3,9.21,40.28,1,9.34,40.15
1,9.05,49.20,5,9.77,50.52,3,9.00,49.41,2,9.04,49.32,3,9.26,49.41
1,9.14,58.34,5,10.19,1:00.71,3,9.14,58.55,2,9.14,58.46,4,9.31,58.72
1,9.04,1:07.38,5,10.46,1:11.17,3,8.97,1:07.52,2,9.05,1:07.51,4,9.20,1:07.92
1,9.17,1:16.55,5,10.95,1:22.12,2,9.11,1:16.63,3,9.38,1:16.89,4,9.39,1:17.31
1,9.21,1:25.76,5,10.96,1:33.08,2,9.19,1:25.82,3,9.79,1:26.68,4,9.73,1:27.04
