Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Tomislav DUGI POSITION,Tomislav DUGI LAP TIME,Tomislav DUGI ELAPSED TIME
2,16.122,16.122,1,15.868,15.868,3,16.122,16.122,4,16.519,16.519
3,11.544,27.665,2,11.506,27.373,1,11.187,27.309,4,11.215,27.734
3,10.733,38.398,1,10.700,38.073,2,10.788,38.096,4,10.891,38.624
4,11.172,49.569,2,10.669,48.742,1,10.567,48.662,3,10.221,48.844
3,9.248,58.817,2,9.886,58.627,1,9.778,58.440,4,10.977,59.820
2,9.586,1:08.402,3,9.798,1:08.425,1,9.908,1:08.347,4,10.773,1:10.593
2,9.372,1:17.774,3,9.449,1:17.873,1,9.132,1:17.478,4,11.535,1:22.128
2,9.275,1:27.049,3,9.880,1:27.752,1,9.307,1:26.785,4,11.916,1:34.043
1,9.62,1:36.667,3,9.94,1:37.685,2,9.98,1:36.757,4,11.92,1:45.956
