CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
1,7.15,7.15,2,7.31,7.31,3,7.70,7.70,4,7.71,7.71
1,9.26,16.41,2,9.53,16.84,3,9.51,17.21,4,9.65,17.36
1,8.83,25.24,2,9.17,26.01,3,8.94,26.15,4,9.23,26.59
1,9.05,34.29,2,9.39,35.40,4,27.55,53.70,3,9.39,35.98
1,9.30,43.587,2,9.80,45.194,0,,notime,3,10.09,46.069
