Emil IMRE POSITION,Emil IMRE LAP TIME,Emil IMRE ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
4,7.22,7.22,1,6.77,6.77,2,6.89,6.89,3,7.19,7.19,5,7.36,7.36
5,9.46,16.68,2,8.98,15.75,1,8.67,15.56,3,9.07,16.26,4,8.99,16.35
5,8.97,25.65,2,8.53,24.28,1,8.37,23.93,4,8.63,24.89,3,8.25,24.60
5,9.22,34.87,3,8.62,32.90,1,8.46,32.39,4,8.59,33.48,2,8.29,32.89
5,9.59,44.453,3,8.81,41.705,1,8.64,41.022,4,8.75,42.229,2,8.53,41.424
