Robbert-Kees BOER POSITION,Robbert-Kees BOER LAP TIME,Robbert-Kees BOER ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Denis ZASLAVSKY POSITION,Denis ZASLAVSKY LAP TIME,Denis ZASLAVSKY ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
3,6.977,6.977,1,6.475,6.475,2,6.750,6.750,4,6.999,6.999
2,9.203,16.179,1,9.283,15.758,4,9.627,16.377,3,9.210,16.208
4,9.429,25.608,1,8.420,24.178,3,8.746,25.123,2,8.551,24.759
4,9.668,35.275,1,9.522,33.699,3,9.472,34.594,2,9.082,33.841
4,9.67,44.939,2,10.13,43.823,3,9.84,44.427,1,9.87,43.703
