Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Matthieu de BOISSET POSITION,Matthieu de BOISSET LAP TIME,Matthieu de BOISSET ELAPSED TIME,Yoshiharu ARINO POSITION,Yoshiharu ARINO LAP TIME,Yoshiharu ARINO ELAPSED TIME,SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME
3,12.845,12.845,1,12.627,12.627,4,12.865,12.865,2,12.731,12.731
3,10.056,22.901,1,9.988,22.615,4,10.237,23.101,2,10.126,22.857
3,10.272,33.172,4,10.603,33.218,1,9.960,33.061,2,10.223,33.079
2,9.078,42.250,4,9.256,42.473,3,9.300,42.360,1,9.042,42.120
4,9.705,51.954,3,9.427,51.899,2,9.220,51.579,1,9.370,51.489
4,9.488,1:01.442,2,9.299,1:01.198,3,9.673,1:01.252,1,9.525,1:01.013
4,9.732,1:11.173,3,9.645,1:10.842,2,9.533,1:10.784,1,9.376,1:10.389
4,9.795,1:20.967,3,9.794,1:20.636,2,9.514,1:20.298,1,9.697,1:20.086
2,9.56,1:30.518,4,11.13,1:31.760,3,10.27,1:30.568,1,10.21,1:30.287
