Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
2,14.040,14.040,3,14.240,14.240,1,13.960,13.960,4,15.440,15.440
3,10.750,24.790,4,10.550,24.790,2,10.820,24.790,1,9.290,24.740
2,10.170,34.970,4,10.370,35.170,1,10.160,34.950,3,10.340,35.080
1,9.830,44.800,4,10.000,45.170,3,9.970,44.930,2,9.750,44.830
1,9.600,54.410,4,9.690,54.870,3,9.590,54.520,2,9.670,54.510
1,9.540,1:03.960,4,9.950,1:04.820,3,9.520,1:04.050,2,9.490,1:04.000
1,9.450,1:13.420,4,9.710,1:14.540,3,9.520,1:13.570,2,9.460,1:13.470
1,9.430,1:22.860,4,10.190,1:24.730,3,9.470,1:23.040,2,9.470,1:22.940
1,9.720,1:32.580,3,10.420,1:35.160,4,18.080,1:41.130,2,10.440,1:33.390
