Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME
2,7.60,,3,7.90,7.90,1,7.50,7.50
2,9.70,,3,9.69,17.59,1,9.55,17.05
2,9.10,,3,9.10,26.69,1,9.10,26.15
2,9.35,,3,9.24,35.93,1,9.30,35.45
2,9.55,,2,9.48,45.409,1,9.53,44.986
