Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME
4,13.97,13.97,1,13.67,13.67,2,13.68,13.68,3,13.83,13.83
3,10.03,24.00,2,10.24,23.91,1,10.15,23.83,4,10.23,24.06
3,10.09,34.09,2,10.06,33.97,1,10.05,33.88,4,10.17,34.23
3,9.82,43.91,2,9.85,43.82,1,9.85,43.73,4,9.83,44.06
3,9.55,53.46,2,9.51,53.33,1,9.52,53.25,4,9.49,53.55
3,9.17,1:02.63,2,9.19,1:02.52,1,9.19,1:02.44,4,9.22,1:02.77
3,9.17,1:11.80,2,9.19,1:11.71,1,9.18,1:11.62,4,9.13,1:11.90
3,9.20,1:21.00,2,9.16,1:20.87,1,9.16,1:20.78,4,9.23,1:21.13
2,9.16,1:30.152,4,9.54,1:30.405,1,9.30,1:30.071,3,9.20,1:30.323
