Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Dariya VOLOKITINA POSITION,Dariya VOLOKITINA LAP TIME,Dariya VOLOKITINA ELAPSED TIME
1,14.560,14.560,2,14.770,14.770,3,14.830,14.830,4,15.000,15.000
1,12.190,26.750,2,12.020,26.800,3,12.160,27.000,4,12.020,27.020
1,11.360,38.120,2,11.540,38.340,3,11.430,38.430,4,11.530,38.560
1,10.930,49.050,2,10.900,49.250,3,10.870,49.300,4,10.830,49.390
1,10.490,59.550,2,10.490,59.740,3,10.530,59.840,4,10.640,1:00.030
1,10.640,1:10.190,3,10.610,1:10.360,2,10.490,1:10.340,4,10.420,1:10.450
1,10.250,1:20.450,3,10.310,1:20.680,2,10.190,1:20.530,4,10.560,1:21.020
2,10.370,1:30.830,3,10.350,1:31.030,1,9.910,1:30.440,4,11.050,1:32.070
2,10.650,1:41.480,3,10.610,1:41.640,1,10.160,1:40.610,4,11.470,1:43.550
