HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME
1,6.89,6.89,2,7.04,7.04,4,7.48,7.48,3,7.19,7.19
1,8.85,15.74,2,8.97,16.01,4,8.99,16.47,3,8.85,16.04
1,8.49,24.23,2,8.64,24.65,4,8.62,25.09,3,8.77,24.81
1,8.68,32.91,3,8.86,33.51,4,8.62,33.71,2,8.43,33.24
1,8.91,41.82,3,9.02,42.53,4,8.88,42.59,2,8.66,41.90
