Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
5,13.39,13.39,4,13.27,13.27,2,13.08,13.08,1,12.98,12.98,3,13.17,13.17
5,10.09,23.48,1,9.65,22.92,2,10.04,23.12,3,10.18,23.16,4,10.16,23.33
5,9.33,32.81,1,9.54,32.46,2,9.45,32.57,4,9.50,32.66,3,9.26,32.59
5,9.41,42.22,1,9.27,41.73,3,9.38,41.95,4,9.41,42.07,2,9.27,41.86
5,9.10,51.32,2,9.06,50.79,1,8.79,50.74,4,8.95,51.02,3,9.03,50.89
5,9.02,1:00.34,3,9.01,59.80,1,8.84,59.58,4,8.86,59.88,2,8.78,59.67
5,9.17,1:09.51,3,8.83,1:08.63,1,8.83,1:08.41,4,8.86,1:08.74,2,8.88,1:08.55
5,9.55,1:19.06,3,8.99,1:17.62,1,8.92,1:17.33,4,8.94,1:17.68,2,8.90,1:17.45
5,9.84,1:28.901,4,9.56,1:27.171,1,9.09,1:26.412,3,9.13,1:26.810,2,9.16,1:26.610
