PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME
1,7.03,7.03,4,7.99,7.99,2,7.56,7.56,3,7.65,7.65
1,9.71,16.74,4,10.03,18.02,2,9.67,17.23,3,9.89,17.54
1,9.32,26.06,4,9.45,27.47,2,9.16,26.39,3,9.07,26.61
1,9.37,35.43,4,9.56,37.03,2,9.45,35.84,3,9.67,36.28
1,9.74,45.162,4,9.91,46.933,2,9.90,45.737,3,9.94,46.218
