Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,PARK Sun-Young POSITION,PARK Sun-Young LAP TIME,PARK Sun-Young ELAPSED TIME,Tatiana ZIMOVA POSITION,Tatiana ZIMOVA LAP TIME,Tatiana ZIMOVA ELAPSED TIME
2,14.286,14.286,1,14.235,14.235,3,14.497,14.497
2,10.852,25.138,1,10.855,25.089,3,10.696,25.193
2,10.732,35.869,1,10.528,35.617,3,10.754,35.946
2,10.493,46.362,1,10.662,46.279,3,10.677,46.623
3,10.904,57.266,1,10.676,56.955,2,10.639,57.262
1,10.558,1:07.823,2,10.891,1:07.846,3,10.800,1:08.062
2,10.988,1:18.810,1,10.787,1:18.633,3,11.004,1:19.065
3,11.607,1:30.417,1,10.937,1:29.569,2,11.076,1:30.141
3,11.68,1:42.091,1,11.22,1:40.782,2,11.67,1:41.811
