START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
4,21.770,21.770,1,21.103,21.103,,,,2,21.252,21.252,7,22.389,22.389,6,22.088,22.088,5,21.906,21.906,3,21.588,21.588,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
3,15.135,36.905,1,15.170,36.272,,,,2,15.314,36.565,7,15.202,37.591,6,15.214,37.302,5,15.320,37.226,4,15.365,36.952,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
4,14.825,51.730,1,14.738,51.009,,,,2,14.535,51.100,7,14.627,52.217,6,14.656,51.957,5,14.704,51.929,3,14.655,51.607,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
1,13.643,1:05.373,2,14.553,1:05.562,,,,3,14.541,1:05.640,7,14.318,1:06.534,5,14.166,1:06.122,6,14.373,1:06.301,4,14.506,1:06.113,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
1,10.089,1:15.461,2,12.063,1:17.624,,,,4,12.156,1:17.796,7,11.779,1:18.313,6,11.932,1:18.053,5,11.670,1:17.971,3,11.591,1:17.704,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
1,10.054,1:25.515,6,14.178,1:31.801,,,,3,12.785,1:30.580,5,12.707,1:31.020,2,12.426,1:30.479,7,24.904,1:42.874,4,12.939,1:30.642,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
1,9.448,1:34.962,3,10.433,1:42.234,,,,4,11.726,1:42.305,6,12.005,1:43.025,2,10.342,1:40.820,7,10.779,1:53.653,5,11.947,1:42.589,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
1,9.833,1:44.795,3,11.010,1:53.244,,,,4,11.155,1:53.459,5,10.895,1:53.919,2,10.292,1:51.112,7,11.174,2:04.827,6,13.163,1:55.752,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
1,10.132,1:54.926,4,11.171,2:04.414,,,,3,10.920,2:04.379,6,11.022,2:04.941,2,10.294,2:01.405,,,,5,8.964,2:04.715,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
1,11.763,2:06.688,3,10.936,2:15.350,,,,4,11.012,2:15.390,7,10.974,2:15.915,2,10.401,2:11.806,6,,2:15.865,5,11.055,2:15.770,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
1,12.209,2:18.897,3,10.998,2:26.347,,,,4,10.984,2:26.374,5,10.881,2:26.796,2,10.433,2:22.239,6,10.940,2:26.805,7,11.059,2:26.829,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
1,13.338,2:32.234,4,10.585,2:36.932,,,,5,10.762,2:37.135,3,9.757,2:36.553,2,10.761,2:32.999,7,10.575,2:37.379,6,10.503,2:37.332,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
2,13.553,2:45.787,5,10.275,2:47.207,,,,4,10.030,2:47.165,3,10.473,2:47.025,1,11.163,2:44.162,6,10.041,2:47.419,7,10.254,2:47.586,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
7,13.139,2:58.925,3,11.086,2:58.293,,,,4,11.208,2:58.373,2,11.141,2:58.165,1,11.210,2:55.371,6,11.427,2:58.845,5,11.061,2:58.646,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
7,11.467,3:10.392,3,11.593,3:09.885,,,,4,11.592,3:09.965,2,11.639,3:09.804,1,12.608,3:07.979,5,11.240,3:10.085,6,11.519,3:10.165,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
7,12.077,3:22.468,3,12.104,3:21.988,,,,1,11.784,3:21.749,2,11.973,3:21.777,4,14.272,3:22.251,6,12.195,3:22.280,5,12.113,3:22.278,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
4,11.143,3:33.611,1,11.311,3:33.299,,,,3,11.731,3:33.479,2,11.562,3:33.339,7,11.792,3:34.042,6,11.546,3:33.825,5,11.496,3:33.773,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
6,11.978,3:45.588,1,11.592,3:44.891,,,,3,11.532,3:45.010,2,11.668,3:45.006,7,11.607,3:45.649,4,11.489,3:45.314,5,11.692,3:45.464,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
7,11.714,3:57.302,4,11.635,3:56.525,,,,2,11.373,3:56.383,1,11.232,3:56.238,6,11.586,3:57.234,3,11.177,3:56.490,5,11.289,3:56.753,2004-2005,2005 Winter Universiade,3000m,w,SemiFinals,2
