JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME,SANDECK Juliane POSITION,SANDECK Juliane LAP TIME,SANDECK Juliane ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,GRAJCAR Natalia POSITION,GRAJCAR Natalia LAP TIME,GRAJCAR Natalia ELAPSED TIME
4,16.885,16.885,1,16.467,16.467,2,16.496,16.496,3,16.665,16.665
1,12.144,29.029,3,12.823,29.290,2,12.623,29.118,4,12.656,29.321
1,10.316,39.345,4,10.461,39.750,2,10.294,39.412,3,10.183,39.503
1,10.171,49.515,4,10.176,49.925,2,10.154,49.565,3,10.278,49.781
1,10.336,59.851,4,10.309,1:00.234,2,10.339,59.903,3,10.332,1:00.112
1,10.375,1:10.225,4,10.773,1:11.006,2,10.447,1:10.350,3,10.399,1:10.510
1,10.315,1:20.540,4,10.836,1:21.842,2,10.375,1:20.725,3,10.460,1:20.970
1,10.685,1:31.224,4,11.373,1:33.214,2,10.574,1:31.298,3,11.058,1:32.027
1,10.35,1:41.573,4,11.77,1:44.977,2,10.58,1:41.874,3,11.26,1:43.281
